04:00 - Thời sự 4h -  ,05:00 - Sáng kiến - Giải pháp -  ,07:58 - Thời tiết -  ,03:30 - Góc nhìn -  ,05:15 - Khám phá Việt Nam -  ,05:15 - Khám phá Việt Nam -  ,05:30 - Chương trình tiếng Gié Triêng -  ,05:00 - Khám phá thế giới - Thực phẩm làm đẹp da – Tập 16,09:10 - Phim hoạt hình - Chú rô bốt của tôi - Tập 51,07:45 - Phim Sitcom - Lắm người nhiều ma - Tập 26: Truy tìm thủ phạm,04:30 - Thẩm mỹ văn minh -  ,07:00 - Người tình của tôi - Tập 18,08:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 36,08:30 - Thể thao cập nhật -  ,09:00 - Phim truyện - Hoa trong ngục - Tập 62,10:00 - Phim hoạt hình - Cô bé bướng bỉnh - Tập 15
04:10 - Khám phá thế giới - Norin giải cứu động vật - Tập  4,05:30 - Thức cùng ban mai -  ,08:00 - Xả xì chét - Một cuộc hẹn hò,04:00 - Nhịp sống công nghệ - Số 24,05:30 - Chương trình tiếng  Mông -  ,05:30 - Chương trình tiếng Khmer -  ,06:00 - Chương trình tiếng Ê Đê -  ,05:30 - Hôm nay ai đến? -  ,09:30 - Trường học VTV7 (Tiểu học) - Sáng tạo 102 - Số 11: Xếp nôi; Học cùng con - Số 1: Khối lượng,08:00 - Phim truyện - Trại cá sấu - Tập 26,04:40 - Rong ruổi đất phương Nam - Khu bảo tồn sinh thái Đồng Tháp Mười,08:00 - Người tình của tôi - Tập 19,09:00 - Phim truyện - Chàng rễ ngoại quốc - Tập 5,08:45 - WTA Tour 2018 The International Eastbourne - Chung kết,10:00 - Phim truyện - Phượng mưu hoàng kế - Tập 13,10:30 - Phim hoạt hình - Thuyền trưởng Flinn và đội quân hải tặc - Tập 3
"05:10 - Chuyện đô thị - Giải quyết bất cập, phát triển du lịch Đà Nẵng - Phần 2",05:55 - Sống vui - Chữa nám da bằng thảo dược,08:10 - Cùng em đến trường -  ,04:15 - Ký sự - Hồ Noong - chốn bồng lai ở Hà Giang,06:00 - Chương trình tiếng Dao -  ,07:35 - Thông tin nông nghiệp -  ,06:30 - Chương trình  tiếng Gia Rai -  ,06:00 - Bảng xếp hạng âm nhạc Hàn Quốc -  ,10:00 - Trường học VTV7 (Mầm non) - Lớp học cầu vồng - Số 1: Vũ trụ,08:45 - Nhìn thẳng - Khát bên những công trình nước sạch tiền tỷ,05:00 - Ca nhạc -  ,09:00 - Sao và sự kiện - Tập 314,10:00 - Phim truyện - Yêu thuê - Tập 52,10:15 - Thích thì thử - Freeline Skate,11:00 - Phim truyện - Con riêng của mẹ - Tập 40,11:00 - Phim hoạt hình - Truy tìm cổ vật - Tập 1
05:25 - Chào buổi sáng -  ,06:00 - Người nông dân hiện đại - Miền Tây mùa lúa mới,08:20 - Khám phá thế giới - Cuộc cách mạng trong kinh doanh - Tập 8: Trách nhiệm,04:30 - Sắc màu các dân tộc - Dấu ấn văn hóa Lào ở Buôn Đôn,06:30 - Ca nhạc -  ,07:40 - Khám phá Việt Nam -  ,07:00 - Chương trình  tiếng Chăm -  ,06:30 - Phim hoạt hình - Ba chiến binh nhí - Tập 39,10:30 - Văn vui vẻ - Số 1: Bức thư của lĩnh da đỏ,09:00 - Bản tin -  ,05:30 - Chào buổi sáng Bông lúa -  ,09:25 - Thông tin tiêu dùng Giải Trí -  ,11:00 - Phim truyện - Tơ đồng vương vấn - Tập 14,10:30 - VĐQG Đức 17/18Vòng 8 - Bayer Leverkusen vs Wolfsburg,12:00 - Phim truyện - Nhà tôi là nhất - Tập 98,11:30 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 20
06:55 - Cà phê khởi nghiệp -  ,06:45 - Sống khỏe mỗi ngày - Nội soi ống mềm điều trị sỏi tiết niệu,08:50 - Phim truyện - Người mẹ không tên - Tập 50,05:00 - Phim truyện - Ranh giới thiện ác - Tập 34,07:00 - Chương trình tiếng Tày -  ,08:00 - Khám phá thế giới - 20 tác phẩm nghệ thuật của tự nhiên - Tập 10,07:30 - Ký sự - Về đất Quảng Nam - Tập 3,07:00 - Thể thao - Vòng 1/8 Giải bóng đá World Cup 2018: Croatia - Đan Mạch,11:00 - Học cùng con - Số 24: Tái chế,09:15 - Phim truyện - Mặt trái tình yêu - Tập 3,06:00 - Ký sự - Lãng du miền sông nước,09:30 - Kiến tạo nhịp cầu mùa 4 - Tập 3,12:00 - Phim truyện - Đò dọc - Tập 30,12:00 - Thể thao cập nhật  ) -  ,13:00 - Phim truyện - Hoa trong ngục - Tập 63,12:00 - Phim hoạt hình - Chú chó biết nói - Tập 1
06:58 - V - Việt Nam - Tinh túy hương vị trà sen Tây Hồ,07:30 - Khám phá thế giới - Bước tiến công nghệ - Phần 1,09:20 - Sức nước ngàn năm -  ,05:45 - Thời tiết du lịch -  ,07:30 - Khám phá thế giới - Cách mạng kinh doanh - Tập 7,"08:30 - Phim hoạt hình - Những đứa trẻ tinh nghịch - Tập 25, 26",08:00 - Ca nhạc -  ,08:45 - Phim truyện - Ranh giới thiện ác - Tập 26,11:15 - 5 ngôn ngữ ký hiệu - Số 1: Các loại quả,10:00 - Tư vấn tiêu dùng -  ,06:15 - Sáng Phương Nam -  ,10:00 - Bên nhau mãi thôi - Tập 55,13:00 - Phim truyện - Sức nặng tình thâm - Tập 31,12:15 - Game show Cuồng nhiệt cùng bóng đá 2015 - FC Music vs V - Star Plại,14:00 - Phim truyện - Người hùng của em - Tập 22,12:30 - Nhảy cùng BiBi - Số 3
07:00 - Tài chính - Kinh doanh -  ,08:00 - Đi đâu ? ăn gì ? - Hà Nội phố,10:10 - Hãy chọn giá đúng -  ,05:50 - Trái tim cho em - Tình yêu của mẹ,08:00 - Ca nhạc -  ,09:00 - Vui sống mỗi ngày -  ,08:30 - Bạn của nhà nông - Lai tạo các giống gà đặc sản,09:25 - Thời tiết -  ,11:30 - Toán học diệu kỳ - Số 8,10:05 - Ca nhạc - Ký ức dòng Lam,07:00 - Ca nhạc - Tiếng mưa,10:55 - Thông tin tiêu dùng Giải Trí -  ,14:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 37,13:00 - VBA 2018 Game 9 - Saigon Heat vs Cantho Catfish,15:00 - Phim truyện - Con tim dẫn lối - Tập 1,13:00 - Phim hoạt hình - Pokemon - Phần 1 - Tập 10
07:25 - Tôi là nông dân -  ,08:30 - Kinh doanh và pháp luật - Thách thức sở hữu trí tuệ trong CPTPP,11:00 - Thông tin 260 -  ,06:00 - Người Việt bốn phương -  ,08:30 - Kiến thức khuyến công - Môi trường làng nghề,09:45 - Sản vật phương Nam - Sản vật làng Chăm,09:00 - Khám phá thế giới - Thắp sáng đại dương,09:30 - Khám phá thế giới - Những cuộc di cư lớn của tự nhiên – Tập 2,11:45 - Cùng tỏa sáng - Số 5,10:35 - Chất lượng cuộc sống - Bí mật làn da đẹp của phụ nữ,07:30 - Món ngon Phương Nam - Gỏi lìm kìm cá bống sao,11:00 - Anamika-Linh hồn tội lỗi - Tập 5,15:00 - Phim truyện - Chàng rễ ngoại quốc - Tập 6,14:45 - Giấc mơ thể thao - Vovinam Cao Bằng,16:00 - Phim truyện - Hoa trong ngục - Tập 64,13:30 - Phim hoạt hình - Lũ trẻ tinh nghịch - Tập 17
07:30 - Ký sự - Chuyện về người lính truyền tải điện - Tập 6: Những người thầm lặng,08:55 - Trái tim cho em - Tình yêu của mẹ,11:10 - Phụ nữ là số 1 - Bước chân định mệnh,06:15 - Vui sống mỗi ngày -  ,09:00 - Vui sống mỗi ngày -  ,10:00 - Quốc phòng toàn dân quân khu 9 -  ,10:00 - Phim tài liệu - Dick Hughes,10:15 - Khám phá Việt Nam - Văn miếu Bắc Ninh,12:00 - Phim hoạt hình - Tayo xe buýt bé nhỏ - Tập 51,11:15 - Phim Sitcom - Oan gia bùm chéo - Phần 2: Tỏ tình,07:50 - Mùa vàng bội thu - Nuôi cá tra sạch,12:00 - Bác sĩ ma cà rồng - Tập 16,16:00 - Phim truyện - Hot girl làm vợ - Tập 1,15:00 - Premier League World 26 - 18 -  ,17:00 - Phim truyện - Con riêng của mẹ - Tập 41,14:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 21
07:45 - Khám phá Việt Nam - Hồ Noong - Chốn bồng lai ở Hà Giang,09:00 - Chọn trường ư? Chuyện nhỏ ! - Tuyển sinh ngành Dược ĐH Lạc Hồng,11:20 - Phim truyện - Người mẹ không tên - Tập 51,07:00 - Cà phê sáng -  ,09:45 - Góc thư giãn - Phố trọ Luxubu,10:30 - Phim truyện - Những ngọn nến trong đêm – Phần 2 - Tập 10,10:30 - Phim truyện - Giọt nước mắt muộn màng - Tập 23,10:30 - Sôi động World Cup -  ,12:10 - Phim hoạt hình - Chú rô bốt của tôi - Tập 51,11:30 - Bản tin -  ,08:10 - Dạo quanh thị trường -  ,12:55 - Thông tin tiêu dùng Giải Trí -  ,17:00 - Phim truyện - Tơ đồng vương vấn - Tập 15,15:30 - Đội tuyển vĩ đại - Đức 1972 - 1974,18:00 - Phim truyện - Con tim dẫn lối - Tập 2,14:30 - Phim hoạt hình - Truy tìm cổ vật - Tập 1
08:00 - Chìa khoá thành công - Doanh nghiệp gia đình - Nền tảng vững bền - Phần 1,09:30 - Khám phá thế giới - Thám tử thức ăn – Tập 3,12:00 - Phim truyện - Kẻ tái sinh - Tập cuối,08:00 - Bản tin tiếng Anh -  ,10:00 - Sinh ra từ làng - Trần Huy Quang - Làm giàu từ đam mê sáng tạo,11:15 - Cười để ngẫm - Phố trọ lu xu bu - Tập 34,"11:15 - Phim hoạt hình - Farhat 2 - Hoàng tử Farhat và viên pha lê bọ cạp - Tập 25,26",11:00 - Chuyến đi màu xanh -  ,12:30 - Lăng kính tự nhiên - Số 18,12:00 - Phim Việt Nam - Mãi mãi là bao lâu - Tập 27,08:20 - Góc nhìn đa chiều -  ,13:00 - Phản bội - Tập 24,18:00 - Phim truyện - Đò dọc - Tập 31,16:00 - Thể thao cập nhật 12H ( P lại) -  ,19:00 - Phim truyện - Phượng mưu hoàng kế - Tập 14,15:00 - Nhảy cùng BiBi - Số 6
08:45 - Vì cộng đồng - Nhân đạo - Từ nhận thức tới hành động,10:20 - Bạn của nhà nông - Phòng bệnh vi rút hại cây lúa,12:50 - Vui sống mỗi ngày -  ,08:15 - Talk Vietnam - Câu chuyện tìm mẹ của Vance McElhinney,10:30 - Phim truyện - Tuổi thanh xuân   - Tập 27,11:30 - Bản tin thời sự -  ,11:45 - Thời sự -  ,11:30 - Nào cùng phong cách -  ,12:50 - Điều kỳ diệu của khoa học - Số 37,12:50 - Alo8!8!8! -  ,09:05 - Tám công sở -  ,14:00 - Sắc đẹp tội lỗi - Tập 10,19:00 - Phim truyện - Sức nặng tình thâm - Tập 32,16:15 - Thích thì thử - Golf: Bóng xoáy qua cây,20:00 - Phim truyện - Con riêng của mẹ - Tập 42,15:30 - Phim hoạt hình - Coconut - Chú rồng tinh nghịch - Tập 21
09:00 - Thời sự 9h -  ,10:45 - Góc nhìn công thương - Nâng cao giá trị thương mại trà Việt,13:50 - Phim truyện - Bí mật cây cầu cũ - Tập 256,09:00 - Sắc màu các dân tộc - Chuyện kể ở Nà Rì,"11:15 - Phim hoạt hình - Những đứa trẻ tinh nghịch - Tập 19,20",11:50 - Thông tin nông nghiệp -  ,"12:00 - Phim truyện - Bước tới ngày mai - Tập 3,4",11:55 - Thời tiết -  ,13:00 - Bóng bóng và 7 câu hỏi địa lý - Số 16: Sông ngòi miền Trung,13:00 - Phim truyện - Nỗi lòng mẹ kế - Tập 39,09:15 - Bếp quê -  ,14:55 - Thông tin tiêu dùng Giải Trí -  ,20:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 38,16:30 - Tạp chí Olympic - Người hùng mùa đông,21:00 - Phim truyện - Hoa trong ngục - Tập 65,16:00 - Nhảy cùng BiBi - Số 5
09:15 - Chuyện nhà nông với nông nghiệp - Nghề cho mật ngọt,11:00 - Nhịp sống Công nghệ -  ,14:45 - Khát vọng non sông -  ,09:30 - Chúng ta là một gia đình - Số 6,11:45 - Bản tin thời sự -  ,"12:00 - Phim truyện - Mặt nạ thủy tinh - Tập 63, 64",13:30 - Chương trình tiếng Ba Na -  ,12:00 - Bữa trưa vui vẻ -  ,13:15 - Baby on the way - Số 5: Mondy và tớ,13:45 - Tôi là nông dân -  ,09:25 - Tình khúc vượt thời gian - Một cõi tình phai,15:00 - Bên nhau mãi thôi - Tập 55,21:00 - Phim truyện - Chàng rễ ngoại quốc - Tập 7,17:00 - Xe Hay 26 - 18 -  ,22:00 - Phim truyện - Người hùng của em - Tập 23,16:30 - Phim hoạt hình - Thuyền trưởng Flinn và đội quân hải tặc - Tập 4
09:30 - Môi trường - Kiểm soát nhập khẩu phế liệu qua biên giới,11:15 - Chìa khóa cuộc sống -  ,14:50 - Gương mặt thân quen -  ,10:00 - Việt Nam - Đất nước - Con người - Viên ngọc Khmer giữa lòng Nam Bộ,11:55 - Bản tin thể thao -  ,13:30 - Chương trình tiếng Khmer -  ,14:00 - Chương trình tiếng Cơ Ho -  ,12:30 - Toàn cảnh World Cup -  ,13:30 - Mẹ ơi tại sao - Số 5: Khái niệm khó,"13:50 - Khám phá thế giới - Hồi sinh nghề thủ công truyền thống - Tập 4: ""Điêu khắc đền chùa""","10:45 - Phóng sự - Giáo dục giới tính, liều vắc xin bị bỏ quên",15:45 - Kiến tạo nhịp cầu mùa 4 - Tập 3,22:00 - Phim truyện - Hot girl làm vợ - Tập 2,17:30 - Wimbledon 2018 - Vòng 1,23:00 - Phim truyện - Con tim dẫn lối - Tập 2,17:00 - Phim hoạt hình - Ggo football_Người hùng sân cỏ - Tập 67
10:00 - Tài chính - Tiêu dùng -  ,11:30 - Phim truyện - Chị cả - Tập 9,16:30 - Cà phê với VTV3 -  ,10:30 - Phim truyện - Sống chung với mẹ chồng - Tập 8,"12:00 - Phim truyện - Chung một mái nhà - Tập 49,50",18:30 - Kết nối miền Tây -  ,14:30 - Chương trình tiếng Gia Rai -  ,13:00 - Thể thao - Tạp chí thể thao thế giới,14:00 - Chuyện học trò - Số 5: Bí kíp làm việc nhóm,14:20 - Khám phá Việt Nam - Chậu cây cảnh mini,11:00 - Phim ngắn Việt Nam - Nhà nàng ở cạnh nhà tôi,16:10 - Thông tin tiêu dùng Giải Trí -  ,23:00 - Phim truyện - Tơ đồng vương vấn - Tập 16,,,17:30 - Phim hoạt hình - Hatchimals – Tiểu đội ấp trứng - Tập 2
10:25 - Toàn cảnh thế giới - Hội nghị thượng đỉnh EU và những tác động của CN bảo hộ và CN biệt lập,12:15 - Hãy chia sẻ cùng chúng tôi - Bạn đã biết cách chăm sóc đúng vùng tam giác mật,16:45 - Mỗi ngày một niềm vui -  ,11:15 - Tinh hoa võ thuật - Võ sư Hoàng Minh Tuấn,13:30 - Chương trình tiếng Mông -  ,18:55 - Bản tin thể thao -  ,15:00 - Chương trình tiếng H’rê -  ,13:30 - Trên từng cây số -  ,14:30 - Văn vui vẻ - Số 1: Bức thư của lĩnh da đỏ,14:35 - Văn học - Nghệ thuật - Người thuộc về mây trắng,11:15 - Mỗi ngày mỗi chuyện -  ,16:15 - Chỉ yêu mình em - Tập 84,,,,18:00 - Phim hoạt hình - Đội túc cầu thần thánh - Tập 4
10:55 - Về quê - Phát triển từ du lich,12:45 - Nhà nông vui vẻ -  ,16:55 - Thông tin 260 -  ,11:30 - Giai điệu cuộc sống - MV của bạn,14:00 - Chương trình tiếng Dao -  ,"19:00 - Phim truyện - Sức mạnh của sự phản bội - Tập 11, 12",15:30 - Vui sống mỗi ngày -  ,14:00 - Phim truyện -  ,15:00 - Trường học VTV7 (Tiểu học) - Sáng tạo 102 - Số 11: Xếp nôi; Học cùng con - Số 1: Khối lượng,15:05 - Thư về miền Trung - Miền biển mặn,11:30 - Tin tức - 11h30 -  ,17:00 - Người tình của tôi - Tập 20,,,,18:30 - Phim hoạt hình - Chú chó cứu hộ - Phần 2 - Tập 14
11:00 - Thời sự 11h -  ,13:00 - Phim tài liệu khoa học - Đừng đổ tại trời,16:58 - Thời tiết -  ,12:00 - Bản tin tiếng Việt 12h -  ,14:30 - Chương trình tiếng Mường -  ,20:30 - Cười để ngẫm - Phố trọ lu xu bu - Tập 34,16:30 - Ca nhạc -  ,14:45 - Khám phá Việt Nam - Văn miếu Bắc Ninh,15:30 - Trường học VTV7 (Mầm non) - Lớp học cầu vồng - Số 1: Vũ trụ,15:45 - Ký sự - Theo chiều dài đất nước - Tập 15,11:50 - Cơm ấm nhà mình -  ,18:00 - Người tình của tôi - Tập 21,,,,19:00 - Phim hoạt hình - Quyết đấu Yo Kwon do - Tập 41
11:15 - Chuyển động 24h -  ,13:30 - Vào bếp khó gì - Cá lóc kho tộ và đậu que xào lòng gà,17:00 - Khoảnh khắc World Cup 2018 -  ,12:30 - Người phụ nữ hạnh phúc - Hạnh phúc là trao yêu thương,"15:00 - Phim hoạt hình - Mongini – Giấc mơ ngôi sao - Tập 27,28",20:45 - Chuyện gia đình vàng -  ,17:00 - Phim truyện - Giọt nước mắt muộn màng - Tập 23,15:00 - Hôm nay ai đến? -  ,16:00 - Phim truyện - Đội đặc nhiệm nhà C21 - Tập 9,16:00 - Bản tin -  ,12:00 - Phim truyện - Tình yêu xuyên thời gian - Tập 20,19:00 - Bên nhau mãi thôi - Tập 56,,,,19:30 - Phim hoạt hình - Lũ trẻ tinh nghịch - Tập 19
12:00 - Thời sự 12h -  ,13:45 - Xem và nghĩ - Giải mã tốc độ của báo đốm,17:10 - Cái lý - Cái tình - Số 110,13:00 - Ký sự - Hồ Noong - chốn bồng lai ở Hà Giang,15:30 - Ký sự - Hà nội phố - Tập 3,21:00 - Sắc màu các dân tộc -  ,18:00 - Thời sự -  ,15:30 - Bố ơi! Mình đi đâu thế? -  ,16:45 - Thế giới quanh ta -  ,16:15 - Con đường tri thức -  ,12:55 - Chuyện gia đình vàng -  ,20:00 - Bàn tay tội ác - Tập 96,,,,20:00 - Phim hoạt hình - Chú chó biết nói - Tập 1
12:40 - Tài chính - Kinh doanh -  ,14:00 - Chọn trường ư? Chuyện nhỏ ! - ĐH Tân Tạo - Đường đi đến vinh quang,"17:15 - Phim truyện - Bẫy tình yêu - Tập 13, 14",13:15 - Phim truyện - Ranh giới thiện ác - Tập 34,15:45 - Cựu chiến binh - Gương sáng giữa đời thường,21:30 - Kiến thức và cuộc sống -  ,18:20 - Bản tin thời tiết -  ,16:15 - VTV kết nối -  ,17:00 - Crack'em up - Số 14,16:40 - Khỏe Vui - Bệnh Phụ Khoa,13:00 - Phim truyện - Cha mẹ cuối tuần - Tập 11,21:00 - Gạo nếp gạo tẻ - Tập 25,,,,20:30 - Phim hoạt hình - Biệt đội siêu khủng long 52T - Tập 50
