VTV1,VTV2,VTV3,VTV4,VTV5,VTV5 Tây Nam Bộ,VTV5 Tây Nguyên,VTV6,VTV7,VTV8,VTV9,VTVCab1,VTVCab17 - Yeah 1,VTVCab2 - PhimViet,VTVCab6 - HayTV,VTVCab7 - D Dramas,VTVCab8 - BiBi
"04:10 - Khám phá thế giới - Hành tinh trái đất - Mùa 2, Tập 2: Động vật trong thành phố",05:30 - Thức cùng ban mai -  ,07:50 - Nét ẩm thực Việt -  ,"03:30 - Con đường tri thức - Canada, đất nước lá phong đỏ",05:30 - Chương trình tiếng Mông -  ,05:30 - Chương trình tiếng Khmer -  ,06:00 - Chương trình tiếng Cơ Ho -  ,06:00 - Bảng xếp hạng âm nhạc Hàn Quốc -  ,10:30 - Văn vui vẻ - Số 11: Nhớ rừng,08:45 - Đằng sau những cung đường -  ,03:55 - VTV kết nối -  ,07:00 - Ánh sao tỏa sáng - Tập 27,05:30 - Lớp học vui nhộn nhí - Số 31,09:00 - Phim truyện - Sóng gió gia đình  - Tập 23,10:00 - Mối tình lặng lẽ - Tập 16,10:00 - Phim truyện - Cẩm tú duyên - Tập 6,10:30 - Phim hoạt hình - Messy hay thắc mắc - Tập 8
05:10 - Lao động và công đoàn - Phát triển Đảng trong doanh nghiệp tư nhân,05:55 - Vui khỏe 24/7 - Cho trẻ uống thử rượu bia của người lớn việc có nên làm?,07:55 - Mỗi ngày một niềm vui -  ,04:00 - Giai điệu cuộc sống - Hoa mười giờ,06:00 - Chương trình tiếng Dao -  ,07:35 - Thông tin nông nghiệp -  ,06:30 - Chương trình tiếng Gia Rai -  ,06:30 - Phim hoạt hình - Ba chiến binh nhí - Tập 18,11:00 - Học cùng con - Số 10: Nếu không có xương,09:00 - Bản tin -  ,04:10 - Bác sỹ của mọi nhà -  ,08:00 - Ánh sao tỏa sáng - Tập 28,06:00 - Filler show -  ,10:00 - Phim truyện - Hoàng hôn dịu dàng  - Tập 5,11:00 - Chân tình bốn phương - Tập 253 - 254,11:00 - Phim truyện - Người tình của tôi - Tập 68,11:00 - Phim hoạt hình - Ninja nhí hàng động - Tập 5
05:25 - Chào buổi sáng -  ,06:00 - Bạn của nhà nông -  ,07:58 - Thời tiết -  ,04:15 - Ký sự - Tín ngưỡng thờ cúng Hùng Vương,06:30 - Ca nhạc -  ,07:40 - Khám phá Việt Nam - Thiên đường biển đảo,07:00 - Chương trình tiếng Chăm -  ,07:00 - Thể thao - Giải bóng chuyền bãi biển nữ Thế giới 2018,11:15 - Ideo - Số 11: Mùi vị,09:15 - Phim truyện - Mặt nạ anh hùng - Tập 49,04:30 - Thẩm mỹ văn minh -  ,08:50 - Thông tin tiêu dùng Giải Trí -  ,06:15 - Bật mí bí mật - Số 35,11:00 - Phim truyện - Ranh giới mong manh  - Tập 1,13:00 - Đội đặc nhiệm CID - Tập 127,12:00 - Phim truyện - Nhà tôi là nhất - Tập 51,11:30 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 15
06:58 - V - Việt Nam - Ngọt thơm Trái ổi Đông Dư,06:45 - Khỏe thật đơn giản -  ,08:00 - Xả xì chét - Cứng mềm,04:30 - Rong ruổi đất phương Nam - Rong ruổi đất Phương Nam: Một thoáng Gò Công,07:00 - Chương trình  tiếng Thái -  ,08:00 - Khám phá thế giới - Hồi sinh nghề thủ công truyền thống - Tập 4,07:30 - Kí sự vùng biên - Về đất Quảng Nam - Tập2,08:30 - Phim truyện - Giao mùa - Tập 23,11:30 - Lăng kính tự nhiên - Số 5,10:00 - Tư vấn tiêu dùng -  ,04:40 - Chuyện bác Ba Phi - Xưa và nay - Bắt heo rừng,09:00 - Chuyện khó đỡ - Tập 91 p1,06:30 - Vòng vây hoa hồng - Số 27,12:00 - Phim truyện - Tình là dây oan  - Tập 22,14:00 - Phim sitcom - Nè biết gì chưa - Tập 220,13:00 - Phim truyện - Hoa trong ngục - Tập 16,12:00 - Phim hoạt hình - Huyền thoại một anh hùng - Tập 13
07:00 - Tài chính - Kinh doanh -  ,07:10 - Tôi là người đồng hành - Con đường vào cảng,08:10 - Trái tim cho em - Ước mơ của Diệp,05:00 - Phim truyện - Giao mùa - Tập 39,07:30 - Khám phá thế giới - Hồ sơ giải mã - Tập 8,"08:30 - Phim hoạt hình - Coconut - Chú rồng tinh nghịch - Tập 7, 8",08:00 - Sống khỏe mỗi ngày - Tìm hiểu bệnh thiên đầu thống,09:10 - Thời tiết -  ,11:45 - Cùng tỏa sáng - Số 5,10:05 - Tư vấn sức khỏe - Trầm cảm tuổi vị thành niên,05:00 - Ca nhạc - Nhịp tim yêu,09:25 - Thông tin tiêu dùng Giải Trí -  ,07:30 - Siêu thị âm nhạc - Số 134,13:00 - Phim truyện - Vòng vây hoa hồng  - Tập 19,14:30 - Hành trình khám phá - Số 16,14:00 - Phim truyện - Đốn tim dị nhân  - Tập 1,12:30 - Nhảy cùng BiBi - Số 39
07:25 - Tôi là nông dân -  ,07:30 - Khám phá thế giới - Thị trấn của loài gấu bắc cực - Tập 5,08:20 - VTV kết nối -  ,05:45 - Thời tiết du lịch -  ,08:00 - Chuyện xưa tích cũ - Những tòa kinh đô cổ nước Việt - Kinh đô Văn Lang,09:00 - Vui sống mỗi ngày -  ,09:00 - Khám phá thế giới - Khám phá thiên nhiên - Phần 2,"09:15 - Khám phá thế giới - Hành tinh trái đất - Mùa 2, Tập 5 ""Vùng đồng cỏ""",12:00 - Phim hoạt hình - Boing biệt đội cứu hộ - Tập 14,10:50 - Phim hoạt hình - Chú sóc vui nhộn - Tập 10,05:30 - Chào buổi sáng Bông lúa -  ,09:30 - Chuyện khó đỡ - Tập 91 p2,08:30 - Mv mỚi -  ,14:00 - Phim truyện - Ba ơi! Mẹ có về không?  - Tập 25,15:00 - Mối tình lặng lẽ - Tập 16,15:00 - Phim truyện - Tây thi tình sử - Tập 30,13:00 - Phim hoạt hình - Pokemon - Phần 1 - Tập 41
07:30 - Nẻo về nguồn cội - Tín ngưỡng phồn thực qua tư liệu đồ đồng Đông Sơn,08:00 - Sống như những đóa hoa - Khát khao sẻ chia từ những trang sách,"08:30 - Khám phá thế giới - 20 tác phẩm nghệ thuật của tự nhiên  - Phần 17: ""Vườn quốc gia Plitvice""",05:50 - Từ những miền quê - Chuyện những đồi sơn,09:00 - Vui sống mỗi ngày -  ,09:45 - Ký sự - Làng nghề ven sông Kôn - Tập 2,09:45 - Chính sách và cuộc sống - Những chính sách hỗ trợ cựu thanh niên xung phong,10:00 - Trên từng cây số - Số 2,12:10 - Phim hoạt hình - Đội thám hiểm mỹ thuật - Tập 19,11:15 - Phim Sitcom - Oan gia bùm chéo: Người thứ ba,06:00 - Ký sự - Con đường đất nung,10:00 - Bên nhau mãi thôi - Tập 22,08:35 - Gia đình tài tử - Số 75,15:00 - Phim truyện - Sóng gió gia đình  - Tập 24,16:00 - Chân tình bốn phương - Tập 253 - 254,16:00 - Phim truyện - Hoa trong ngục - Tập 17,13:30 - Phim hoạt hình - Sam siêu đẳng - Tập 35
"07:45 - Khám phá Việt Nam - Lũng Vân, nóc nhà xứ Mường",08:30 - Visa toàn cầu - Nông nghiệp đô thị,09:00 - Phim truyện - Người mẹ không tên - Tập 17,06:00 - Người Việt bốn phương -  ,09:45 - Góc thư giãn - Xóm trọ Luxubu,10:00 - Ca nhạc - Lời ca dâng Bác,10:00 - Phát triển bền vững - Nâng cao năng suất chất lượng ngành in,10:30 - Thể thao - NBA và những làn gió mới,12:30 - Thế giới diệu kỳ - Số 7,11:30 - Bản tin -  ,06:15 - Sáng Phương Nam -  ,10:55 - Thông tin tiêu dùng Giải Trí -  ,09:00 - Ẩm thực quanh ta - Số 19,16:00 - Phim truyện - Hoàng hôn dịu dàng  - Tập 6,18:00 - Đội đặc nhiệm CID - Tập 128,17:00 - Phim truyện - Người tình của tôi - Tập 69,14:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 16
08:00 - Talk VietNam - Ron Haeberle và câu chuyện Mỹ Lai,09:00 - Kỹ năng tham gia giao thông - Hiểm họa từ đường ngang dân sinh,09:20 - Ai là triệu phú -  ,06:15 - Vui sống mỗi ngày -  ,10:00 - Dân tộc và phát triển -  ,10:30 - Phim truyện - Tuổi thanh xuân – Phần 2 - Tập 1,10:15 - Tinh hoa nghề Việt - Nghệ thuật hoa lụa,11:00 - Bảng xếp hạng âm nhạc Hàn Quốc -  ,12:50 - Điều kỳ diệu của khoa học - Số 43,12:00 - Phim Việt Nam - Hoa cúc trắng - Tập 15,07:00 - Ca nhạc - Tiếng hát Quang Hà và Đan Trường,11:00 - Mối thù không phai - Tập 50,09:30 - 360 độ thời trang - Số 19,17:00 - Phim truyện - Ranh giới mong manh  - Tập 2,19:00 - Mối tình lặng lẽ - Tập 17,18:00 - Phim truyện - Tây thi tình sử - Tập 31,14:30 - Phim hoạt hình - Ninja nhí hàng động - Tập 6
08:45 - Doanh nghiệp với trách nhiệm xã hội - Sáng tạo đổi mới,09:15 - VTV kết nối -  ,10:10 - Vì bạn xứng đáng -  ,07:00 - Cà phê sáng -  ,10:30 - Phim truyện - Đường lên Điện Biên - Tập 6,11:15 - Góc thư giãn - Ngũ long công chúa - Tập 228,10:30 - Phim truyện - Nguyệt thực -Tập 21,11:30 - Nào cùng phong cách - Số 124,13:00 - Bóng bóng và 7 câu hỏi địa lý - Số 12: Vịnh Bắc Bộ,12:50 - Alo8!8!8! -  ,07:30 - Về đất phương Nam - Thú vui mồi hoang rau dại,12:00 - Mật danh K2 - Tập 17,10:00 - Chung một mái nhà - Số 73,18:00 - Phim truyện - Tình là dây oan  - Tập 23,20:00 - Chân tình bốn phương - Tập 255 - 256,19:00 - Phim truyện - Cẩm tú duyên - Tập 7,15:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 3
09:00 - Thời sự 9h -  ,09:25 - Cùng em đến trường -  ,11:00 - Thông tin 260 -  ,08:00 - Bản tin tiếng Anh -  ,"11:15 - Phim hoạt hình - Bộ ba tinh nghịch - Tập 7, 8",11:30 - Bản tin thời sự -  ,"11:15 - Phim hoạt hình - Wizard Mutterl - Pháp sư giấu mặt - Tập 35,36",11:55 - Thời tiết -  ,13:15 - Math Dorm - Số 4: Số thứ tự,13:00 - Phim truyện - Vua khách sạn - Tập 40,"07:50 - Tôi người Việt Nam - Người phụ nữ cả đời lo chuyện làng, chuyện xóm.",12:55 - Thông tin tiêu dùng Giải Trí -  ,11:00 - Bật mí bí mật - Số 35,19:00 - Phim truyện - Vòng vây hoa hồng  - Tập 20,22:00 - Đội đặc nhiệm CID - Tập 128,20:00 - Phim truyện - Người tình của tôi - Tập 70,15:30 - Phim hoạt hình - Coconut - Chú rồng tinh nghịch - Tập 5
09:15 - Lao động và công đoàn - Phát triển Đảng trong doanh nghiệp tư nhân,09:30 - Khám phá thế giới - Bên rìa Alaska – Tập 6,11:10 - Phụ nữ là số 1 - Mộng đổi đời,08:30 - Insight into Vietnam - Bay bổng phương Nam,11:45 - Thời sự -  ,11:50 - Thông tin nông nghiệp -  ,11:45 - Thời sự -  ,12:00 - Bữa trưa vui vẻ -  ,13:30 - Chinh phục kỳ thi vào lớp 10 -  ,13:45 - Tôi là nông dân -  ,08:10 - Chợ khéo cơm ngon -  ,13:00 - Dối tình - Tập 21,11:15 - Tôi yêu việt nam - số 04,20:00 - Phim truyện - Ba ơi! Mẹ có về không? - Tập 26,23:00 - Ca nhạc - VZ Playlist - Tập 113,21:00 - Phim truyện - Hoa trong ngục - Tập 18,16:15 - Nhảy cùng BiBi - Số 39
09:30 - Phim tài liệu - Một chiều,10:15 - Đẹp 24/7 - Phương pháp thu nhỏ lỗ chân lông từ thiên nhiên,11:20 - Phim truyện - Người mẹ không tên - Tập 18,09:00 - Cửa sổ ASEAN -  ,11:55 - Bản tin thể thao -  ,"12:00 - Phim truyện - Chhan Chhan xinh đẹp - Tập 25, 26","12:00 - Phim truyện - Một thời con gái - Tập 81,82",13:00 - Thể thao - Ấn tượng thể thao 7 ngày,14:30 - Văn vui vẻ - Số 11: Nhớ rừng,13:50 - Khám phá thế giới - Những bí ẩn của xe hơi - Tập 4: Cadillac Cyclone và Buick Phantom,08:20 - Tinh hoa nghề Việt - Tinh hoa nghề Việt gốm Cẩm Hà,14:00 - Tình sâu hơn hận - Tập 58,11:30 - Anh hùng - Số 14,21:00 - Phim truyện - Sóng gió gia đình  - Tập 25,,22:00 - Phim truyện - Đốn tim dị nhân  - Tập 2,16:30 - Phim hoạt hình - Messy hay thắc mắc - Tập 9
10:00 - Tài chính - Tiêu dùng -  ,10:25 - Bạn của nhà nông - Chăm sóc hoa vụ hè,12:00 - Phim truyện - Mặt nạ quân chủ - Tập 9,09:30 - Thế giới tuổi thơ - Ống nhòm nhí số 2,"12:00 - Phim truyện - Cuộc sống rực rỡ - Tập 13, 14",13:30 - Chương trình tiếng Khmer -  ,13:30 - Chương trình tiếng Giẻ Triêng -  ,13:30 - Chúng ta là một gia đình -  ,15:00 - Phóng viên cấp 1 - Số 20,14:20 - Khám phá Việt Nam - Chậu cây cảnh mini,08:35 - VTV kết nối -  ,14:50 - Thông tin tiêu dùng Giải Trí -  ,12:30 - Vòng xoáy tình yêu - Số 35,22:00 - Phim truyện - Hoàng hôn dịu dàng  - Tập 7,,23:00 - Phim truyện - Tây thi tình sử - Tập 31,17:00 - Phim hoạt hình - Biệt đội siêu khủng long 52T - Tập 3
10:25 - Thế giới góc nhìn -  ,10:50 - Phát triển bền vững - Nâng cao năng suất chất lượng trong ngành cơ khí,12:50 - Vui sống mỗi ngày -  ,10:00 - Hành trình khám phá - Cầu Trần Thị Lý-Đà Nẵng-Tập 1,13:30 - Chương trình tiếng Mông -  ,"16:10 - Truyền hình trực tiếp - Giải Bóng chuyền nữ Quốc tế ""Cúp VTV9 - Bình Điền"" lần thứ XII – 2018-  Trận thứ 9: Est Cola Club (Thailand) - Phúc Kiến (CHN)",14:00 - Chương trình tiếng Ê Đê -  ,14:00 - Phim truyện - Giao mùa - Tập 26,15:30 - Trường học VTV7 (Mầm non) - Lớp học cầu vồng - Số 3: Đại dương,14:35 - Đối thoại - Chấn chỉnh vi phạm quy định vể biển hiệu,08:45 - Nhan sắc mới - Khởi đầu mới -  ,15:00 - Bên nhau mãi thôi - Tập 22,13:30 - Hoa lưỡng sinh - Số 16,23:00 - Phim truyện - Ranh giới mong manh  - Tập 3,,,17:30 - Phim hoạt hình - Katuri - Tập 15
10:55 - Nét đẹp dân gian - Nhà thờ Ka Đơn nơi lưu giữ nét văn hóa độc đáo người Churu,11:05 - Nhịp sống Công nghệ -  ,13:45 - Phim truyện - Bí mật cây cầu cũ - Tập 223,10:25 - Trong sáng cùng tiếng Việt - Số 45-2018,14:00 - Chương trình tiếng Dao -  ,18:30 - Kết nối miền Tây -  ,14:30 - Chương trình tiếng  H’re -  ,14:45 - Khám phá Việt Nam - Trò Ngô làng Giàng,16:00 - Chinh phục kỳ thi 2018 - Số 18,15:30 - Bước chân khám phá - Hùng vĩ thác Đắk Nông,09:05 - Tám công sở -  ,15:40 - Thông tin tiêu dùng Giải Trí -  ,14:30 - Mv mỚi -  ,,,,18:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 4
11:00 - Thời sự 11h -  ,11:22 - Vui khỏe 24/7 - Hút thuốc lá điện tử có gây hại tới sức khỏe?,14:35 - Khát vọng non sông -  ,10:30 - Phim truyện - Nhà voi còi cuối phố - Tập 15,14:30 - Chương trình tiếng Tày -  ,18:55 - Bản tin thể thao -  ,15:00 - Chương trình tiếng  Chăm -  ,15:00 - Hôm nay ai đến? - Số 35,17:00 - Crack'em up - Số 1,15:40 - Trái tim cho em - Nỗi buồn của Nga,09:15 - Con đến từ hành tinh nào -  ,15:45 - Sao và sự kiện - Tập 307,14:35 - Bé làm người lớn - Số 25,,,,18:30 - Phim hoạt hình - Chiến xa thần thú - Phần 2 - Tập 20
11:15 - Chuyển động 24h -  ,11:30 - Phim truyện - Hãy nắm tay anh - Tập 59,14:40 - Quý ông đại chiến -  ,11:15 - Tiểu phẩm hài - Cười để ngẫm: Nói không với tiêu cực,"15:00 - Phim hoạt hình - Turtle Hero - Dũng sĩ rùa - Tập 37, 38","19:00 - Truyền hình trực tiếp - Giải Bóng chuyền nữ Quốc tế ""Cúp VTV9 - Bình Điền"" lần thứ XII – 2018 - Trận thứ 10: VTV Bình Điền - Thông tin LVB",15:30 - Nẻo về nguồn cội - Sắc Chăm,15:30 - Cất cánh -  ,17:30 - Ú òa - Số 4,15:45 - Phóng sự - Nhớ mãi về Người,10:15 - Siêu mẫu nhí -  ,16:10 - Thông tin tiêu dùng Giải Trí -  ,15:00 - Yeah1 on stage - Số 20,,,,19:00 - Phim hoạt hình - Quyết đấu Yo Kwon do - Tập 15
12:00 - Thời sự 12h -  ,12:15 - Phụ nữ là để yêu thương - Phụ nữ nghiện mua sắm,15:40 - Vui - khỏe - có ích -  ,11:30 - Giai điệu cuộc sống - Ca khúc nhạc phim,15:30 - Phim tài liệu - Công trình cao tầng - Tập 4,20:30 - Góc thư giãn - Ngũ long công chúa - Tập 228,15:45 - Ca nhạc -  ,"16:30 - Khám phá thế giới - 20 tác phẩm nghệ thuật của tự nhiên - Tập 5 ""Vườn quốc gia Andasibe""",17:45 - Bộ đội vui nhộn - Số 42,16:00 - Bản tin -  ,10:35 - Bếp quê -  ,16:15 - Chỉ yêu mình em - Tập 51,16:00 - Khám phá biển đảo - Số 75,,,,19:30 - Phim hoạt hình - Sam siêu đẳng - Tập 37
